ID,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Income pm
2444,28,3,161,4,1.7,3,422,1,No,Yes,Yes,Yes,40.25
2445,60,35,38,3,0.5,2,0,0,No,No,Yes,Yes,12.67
2446,47,23,25,1,0.9,3,0,0,No,No,Yes,No,25
2447,25,1,70,4,2.6,1,218,0,No,No,Yes,No,17.5
2448,44,19,201,2,8.8,1,0,0,No,No,Yes,Yes,100.5
2449,51,26,42,2,0.6,3,0,0,No,No,Yes,Yes,21
2450,31,7,64,1,1.2,1,0,0,No,No,Yes,No,64
2451,32,7,28,4,1.1,3,0,0,No,No,No,No,7
2452,51,25,119,1,4.9,1,208,0,No,No,Yes,Yes,119
2453,25,1,28,1,1,3,0,0,No,No,Yes,No,28
2454,43,19,60,3,2.1,3,0,0,No,No,Yes,No,20
2455,54,29,23,1,1.5,2,0,0,No,No,No,No,23
2456,34,8,164,4,7.4,3,0,1,No,No,Yes,No,41
2457,54,30,39,2,0.8,1,0,0,No,No,No,Yes,19.5
2458,42,17,19,2,0,3,85,0,No,No,Yes,Yes,9.5
2459,46,20,72,2,0.8,3,0,0,No,No,Yes,Yes,36
2460,62,37,41,3,0.9,3,0,0,No,No,Yes,Yes,13.67
2461,31,5,32,2,0.3,2,130,0,No,No,Yes,No,16
2462,30,5,69,1,0.8,2,0,0,No,No,Yes,No,69
2463,52,28,23,3,0.4,1,0,0,No,No,Yes,No,7.67
2464,35,9,44,4,0.2,1,0,0,No,No,Yes,No,11
2465,60,36,32,3,0.4,2,165,0,No,No,Yes,No,10.67
2466,58,34,25,2,0.3,1,123,0,No,No,Yes,No,12.5
2468,40,16,83,1,0.8,2,230,0,Yes,No,Yes,No,83
2469,49,23,133,1,7.3,1,0,0,No,No,Yes,Yes,133
2470,43,18,89,1,0.1,2,307,0,No,No,No,Yes,89
2471,33,7,81,2,4.5,3,187,0,No,Yes,Yes,Yes,40.5
2472,36,11,44,2,1.1,2,85,0,No,No,Yes,No,22
2473,62,36,119,2,2,1,0,0,No,No,No,No,59.5
2474,57,32,39,4,0.9,1,147,0,No,No,No,No,9.75
2475,64,38,40,2,1,3,0,0,No,No,No,No,20
2476,52,26,79,3,0.8,1,183,0,No,No,No,No,26.33
2477,54,28,30,4,0.7,2,0,0,No,No,Yes,No,7.5
2478,40,14,179,1,2.6,3,0,1,No,No,Yes,No,179
2479,30,5,178,2,6.7,1,0,0,No,No,No,No,89
2480,55,30,82,4,3.8,2,0,0,No,No,Yes,No,20.5
2481,39,13,50,2,2.4,2,0,0,No,No,No,No,25
2482,55,30,64,2,1.9,2,0,0,No,No,No,No,32
2483,28,4,129,1,1.5,1,0,0,No,No,No,Yes,129
2484,44,18,68,4,2.9,1,0,0,Yes,No,No,No,17
2485,46,21,30,1,1.4,3,112,0,Yes,No,No,No,30
2486,61,36,48,3,1.5,1,0,0,No,No,No,Yes,16
2487,61,36,130,1,1.3,1,257,0,No,No,No,No,130
2488,45,20,40,1,0.5,3,0,0,Yes,No,Yes,No,40
2489,38,14,105,2,1.9,1,0,0,No,No,Yes,No,52.5
2490,29,3,41,4,0.2,1,0,0,No,No,Yes,No,10.25
2491,52,28,168,3,6.5,3,118,1,No,No,Yes,No,56
2492,38,14,80,2,2.7,1,0,0,No,No,Yes,No,40
2493,28,3,134,2,3.1,1,0,0,No,No,Yes,No,67
2494,34,9,49,1,2.5,3,0,0,No,No,No,No,49
2495,35,9,63,2,1.8,1,0,0,No,No,Yes,No,31.5
2496,46,22,70,4,1.9,1,212,0,No,No,No,Yes,17.5
2497,63,37,32,3,0.7,2,141,0,No,No,No,No,10.67
2498,33,9,14,3,0.9,3,114,0,No,No,No,No,4.67
2499,38,14,111,2,6.1,1,326,0,No,No,No,No,55.5
2500,53,27,38,4,2.8,2,144,0,Yes,No,Yes,No,9.5
2501,28,2,121,2,2,1,341,0,No,No,Yes,No,60.5
2502,44,18,90,4,2.6,3,0,0,No,No,Yes,No,22.5
2503,58,31,178,2,6,2,0,1,No,No,Yes,No,89
2504,38,14,20,4,0.4,2,79,0,No,No,Yes,Yes,5
2505,48,24,61,2,1.7,1,229,0,No,No,No,Yes,30.5
2506,33,7,43,4,0.8,1,0,0,No,No,No,No,10.75
2507,66,42,39,1,1.9,2,0,0,No,No,Yes,Yes,39
2508,59,34,60,4,2.1,1,234,0,No,No,Yes,Yes,15
2509,40,15,63,3,3,1,0,0,Yes,No,Yes,No,21
2510,36,11,8,4,0.2,3,81,0,No,No,No,Yes,2
2511,62,38,52,4,1.3,2,0,0,No,No,Yes,Yes,13
2512,51,27,92,4,3,1,0,1,No,Yes,Yes,Yes,23
2513,58,32,111,2,1.4,1,298,0,No,No,Yes,No,55.5
2514,52,26,71,1,1.4,3,0,0,No,No,No,No,71
2515,41,16,25,2,0.1,2,91,0,Yes,No,No,No,12.5
2516,31,5,34,1,1.9,3,156,0,No,No,Yes,No,34
2517,28,3,74,3,2.6,3,0,0,No,No,No,No,24.67
2518,57,31,120,2,2,1,0,0,No,No,No,Yes,60
2519,61,37,50,4,1.3,2,0,0,No,No,No,Yes,12.5
2520,60,36,10,2,1,1,0,0,No,No,Yes,Yes,5
2521,56,29,45,4,2.5,2,113,0,No,No,Yes,No,11.25
2522,49,23,29,4,1.8,1,0,0,No,No,Yes,Yes,7.25
2523,63,37,145,2,6.9,1,0,0,No,No,Yes,No,72.5
2524,49,23,100,2,6.3,1,0,0,No,No,No,No,50
2525,49,25,24,3,0.4,1,0,0,No,No,Yes,No,8
2526,32,8,60,1,1.2,1,0,0,No,No,Yes,Yes,60
2527,26,1,50,4,0.6,2,0,0,No,No,No,No,12.5
2528,27,1,43,3,1.1,2,0,0,No,No,No,No,14.33
2529,57,31,79,3,4.4,1,0,0,No,No,No,Yes,26.33
2530,29,5,44,3,0.1,2,0,0,No,No,Yes,Yes,14.67
2531,56,30,31,4,1.5,3,0,0,No,No,Yes,No,7.75
2532,59,35,14,2,1,1,107,0,No,No,Yes,No,7
2533,53,28,19,4,0.8,1,106,0,No,No,No,Yes,4.75
2534,54,29,111,1,1.1,2,0,1,No,No,Yes,No,111
2535,56,30,90,1,1.9,2,0,0,No,No,Yes,No,90
2536,50,25,21,2,0.7,3,129,0,No,No,No,No,10.5
2537,51,25,104,1,4.2,2,0,1,No,No,Yes,No,104
2538,53,27,75,1,1.9,2,0,0,No,No,Yes,No,75
2539,37,12,175,2,7.8,1,297,0,No,No,Yes,Yes,87.5
2540,32,7,98,1,4.2,1,171,1,Yes,Yes,No,No,98
2541,49,23,41,4,0.1,1,153,0,No,No,Yes,No,10.25
2542,34,8,171,2,2.2,2,569,1,No,No,Yes,No,85.5
2543,54,30,79,4,1.6,2,0,0,No,No,Yes,No,19.75
2544,64,39,24,4,0.6,2,0,0,No,No,No,No,6
2545,58,34,90,1,3.6,2,0,1,No,No,No,No,90
2547,50,25,9,2,0,1,0,0,Yes,No,No,No,4.5
2548,38,13,15,2,0.1,2,90,0,No,No,Yes,No,7.5
2549,48,24,80,1,2.7,1,0,0,No,No,Yes,No,80
2550,41,15,63,1,0.7,3,79,0,No,No,No,Yes,63
2551,32,8,20,1,0.5,3,102,0,No,No,Yes,No,20
2552,46,22,43,2,2.1,3,0,0,Yes,Yes,Yes,Yes,21.5
2553,39,15,65,1,1.5,3,0,0,No,No,No,No,65
2554,39,15,91,2,1.7,2,151,0,No,No,No,No,45.5
2555,63,39,53,1,0.8,1,0,0,No,No,No,No,53
2556,58,32,110,3,1.7,2,0,0,No,No,No,No,36.67
2557,28,4,82,3,1.5,1,103,0,No,No,Yes,No,27.33
2558,36,11,23,4,0.2,3,0,0,No,No,Yes,No,5.75
2559,43,19,172,2,6.66666666666667,1,0,0,No,No,Yes,No,86
2560,36,12,88,2,2.7,1,0,0,No,No,Yes,No,44
2561,44,18,71,2,0.8,3,0,0,No,No,Yes,No,35.5
2562,31,5,180,1,2.9,3,144,1,Yes,No,No,No,180
2563,45,21,39,2,2.1,3,184,0,No,No,No,Yes,19.5
2564,39,13,94,1,1.5,3,0,0,No,No,No,Yes,94
2565,43,16,25,3,1,2,0,0,No,No,Yes,No,8.33
2566,40,15,10,2,0,3,102,0,No,No,Yes,No,5
2567,30,5,42,1,1,1,184,0,No,No,No,No,42
2568,58,33,142,2,3.9,1,0,0,No,No,No,Yes,71
2569,46,21,34,2,1.3,1,0,0,No,No,Yes,No,17
2570,35,10,139,1,4.6,1,0,0,No,No,No,No,139
2571,30,4,154,2,4.5,1,207,0,No,No,Yes,No,77
2572,34,8,40,2,2,3,89,0,No,No,No,No,20
2573,62,32,33,1,1.5,3,140,0,No,No,Yes,Yes,33
2574,58,34,80,2,1.6,1,0,0,No,No,Yes,Yes,40
2575,45,18,10,3,0.666666666666667,2,100,0,No,No,Yes,No,3.33
2576,42,16,41,3,0.5,3,0,0,No,No,Yes,No,13.67
2577,60,36,30,4,1.3,1,118,0,No,No,Yes,Yes,7.5
2578,55,29,78,1,0.8,3,190,0,No,No,Yes,No,78
2579,45,21,164,1,5,1,0,0,No,No,No,Yes,164
2580,52,27,23,1,0.4,3,0,0,No,No,No,No,23
2581,31,7,149,1,6,1,0,0,No,No,No,No,149
2582,60,34,25,4,0.7,3,0,0,No,No,Yes,No,6.25
2583,33,9,42,1,2.1,3,0,0,No,No,Yes,No,42
2584,37,11,71,1,2.5,1,185,0,No,No,Yes,Yes,71
2585,59,34,114,3,4.2,2,0,1,No,No,Yes,No,38
2586,51,26,70,1,2.8,2,0,0,No,No,Yes,Yes,70
2587,47,23,149,4,6.1,1,0,1,No,No,No,Yes,37.25
2588,60,33,55,4,2.5,2,0,0,No,No,Yes,No,13.75
2589,61,36,29,1,1.3,1,0,0,No,No,No,No,29
2590,64,40,123,1,3.8,1,0,0,No,No,Yes,Yes,123
2591,46,20,152,1,7.4,3,374,1,No,Yes,Yes,Yes,152
2592,31,7,8,4,0.7,2,0,0,No,No,No,No,2
2593,57,32,69,4,0.7,1,245,0,No,No,No,No,17.25
2594,48,23,161,4,7.9,3,310,1,No,No,No,No,40.25
2595,48,23,79,1,0.2,2,0,0,No,No,No,No,79
2596,35,10,105,1,4.6,1,0,0,No,No,No,No,105
2597,33,8,39,3,2.3,1,0,0,No,No,No,No,13
2598,47,23,163,1,5,1,0,0,No,No,No,No,163
2599,46,20,9,1,0.2,1,0,0,No,No,Yes,No,9
2600,44,20,71,4,2,3,0,0,No,No,No,Yes,17.75
2601,42,18,51,3,2.1,3,0,0,No,No,No,No,17
2602,50,24,32,1,1.4,3,167,0,No,No,No,No,32
2603,52,26,161,4,4.3,1,0,1,No,Yes,Yes,Yes,40.25
2604,53,27,60,1,0.2,1,0,0,No,No,Yes,No,60
2605,37,10,35,4,1,2,0,0,No,No,No,No,8.75
2606,64,40,41,4,1.2,2,0,0,No,No,Yes,No,10.25
2607,46,22,73,2,1.7,1,216,0,No,No,Yes,No,36.5
2608,57,33,49,4,1.5,1,214,0,Yes,Yes,Yes,Yes,12.25
2609,61,35,79,2,2,1,194,0,No,No,Yes,Yes,39.5
2610,42,18,120,2,7.5,1,0,0,Yes,No,No,No,60
2611,40,16,60,2,3.2,1,0,0,No,No,No,No,30
2612,33,8,78,3,0.6,2,0,0,No,No,Yes,No,26
2613,50,26,40,4,1.1,2,131,0,No,No,No,No,10
2614,52,26,110,2,5.4,3,204,1,Yes,Yes,Yes,No,55
2615,35,11,160,4,5.7,3,0,1,Yes,No,No,No,40
2616,57,32,68,4,0.7,1,191,0,No,No,Yes,Yes,17
2617,56,31,49,2,1.6,3,103,0,No,No,Yes,No,24.5
2618,44,20,65,2,2.5,1,0,0,No,No,Yes,No,32.5
2620,33,8,62,3,2.3,1,98,0,No,No,No,Yes,20.67
2621,48,22,152,1,0,1,0,0,No,No,No,No,152
2622,45,18,42,3,2.5,2,0,0,No,No,No,No,14
2623,54,28,39,4,0.7,2,0,0,No,No,Yes,No,9.75
2624,42,17,111,3,3,1,0,1,Yes,Yes,No,Yes,37
2625,47,21,82,3,2.1,1,0,0,No,No,No,No,27.33
2626,61,36,108,4,3.4,2,0,0,No,No,Yes,No,27
2627,53,27,59,2,0.8,3,0,0,No,No,Yes,No,29.5
2628,56,30,61,3,2.5,1,193,0,No,No,Yes,No,20.33
2629,33,6,78,4,2,2,0,0,Yes,No,Yes,No,19.5
2630,44,18,18,2,0.1,3,0,0,No,No,Yes,No,9
2631,63,37,113,4,1.7,3,0,0,No,No,Yes,Yes,28.25
2632,47,20,62,1,2.66666666666667,2,0,0,No,No,Yes,No,62
2633,50,24,81,1,4.9,1,248,0,No,No,Yes,No,81
2634,49,25,13,3,0.4,1,106,0,No,No,Yes,No,4.33
2635,34,9,75,1,2.8,1,194,0,No,No,No,No,75
2636,40,14,33,2,0.8,3,89,0,No,No,Yes,No,16.5
2637,38,13,179,1,4.1,1,0,0,No,No,Yes,No,179
2638,51,26,69,3,2,2,0,0,No,No,Yes,No,23
2639,28,4,45,1,1,3,0,0,No,No,Yes,No,45
2640,52,26,59,3,3,2,0,0,No,No,Yes,No,19.67
2641,39,13,81,2,2.8,1,0,0,No,No,Yes,No,40.5
2642,29,5,133,1,5.4,1,212,0,No,No,Yes,No,133
2643,54,29,81,2,0,3,0,0,No,No,Yes,No,40.5
2644,63,38,14,4,0.4,2,86,0,No,No,Yes,Yes,3.5
2645,40,14,28,2,0.8,3,0,0,No,No,No,No,14
2646,36,12,93,2,2.2,1,0,0,No,No,Yes,No,46.5
2647,45,20,191,3,2.6,3,123,1,No,No,No,No,63.67
2648,61,37,155,1,2.9,1,0,0,No,No,Yes,No,155
2650,33,8,68,4,1.3,1,0,0,No,No,Yes,No,17
2651,64,40,52,2,1.1,1,226,0,No,No,No,No,26
2652,43,17,51,1,0.7,3,0,0,No,No,No,No,51
2654,30,5,121,2,3.1,1,408,0,No,No,Yes,No,60.5
2655,60,36,49,4,2.2,1,204,0,Yes,No,Yes,No,12.25
2656,50,26,42,2,1,3,78,0,Yes,No,Yes,No,21
2657,40,15,144,1,4.1,1,0,0,No,No,No,No,144
2658,31,6,72,1,2.6,2,0,0,No,No,Yes,No,72
2659,30,4,44,1,1.5,1,109,0,No,No,No,No,44
2660,60,35,43,3,0.9,3,175,0,No,No,No,No,14.33
2661,39,14,74,1,0.1,2,144,0,Yes,No,Yes,No,74
2662,66,41,145,1,2.5,1,0,0,No,No,Yes,No,145
2663,65,41,158,2,2.1,1,0,0,No,No,No,No,79
2664,54,28,78,4,4.9,1,0,0,No,No,No,No,19.5
2665,54,29,154,1,2.4,2,352,1,No,No,Yes,No,154
2666,35,9,105,2,4.5,3,0,0,No,No,No,No,52.5
2667,32,7,100,3,0.6,2,0,0,No,No,Yes,No,33.33
2668,63,39,58,1,0,2,0,0,No,No,Yes,No,58
2669,60,35,113,1,0.9,1,406,0,No,No,Yes,No,113
2670,43,18,10,2,0.1,2,0,0,Yes,No,No,Yes,5
2671,59,33,142,2,2.7,1,0,0,No,No,No,No,71
2672,62,37,128,1,2.5,1,0,0,No,No,No,No,128
2673,30,5,131,3,0.5,3,0,1,No,No,No,No,43.67
2674,54,30,88,4,1,2,122,0,No,No,Yes,No,22
2675,30,6,101,2,0.6,1,0,0,No,No,Yes,No,50.5
2676,31,1,70,2,1.75,3,0,0,No,Yes,Yes,Yes,35
2677,44,20,122,1,0.3,1,0,0,Yes,No,Yes,No,122
2678,32,8,70,3,1.5,1,0,0,No,No,Yes,No,23.33
2679,63,38,148,2,4.3,3,0,1,No,No,Yes,No,74
2680,57,32,43,2,2.1,3,166,0,No,No,Yes,No,21.5
2681,60,30,31,1,1.5,3,0,0,No,No,Yes,No,31
2682,37,11,35,2,0.8,3,0,0,No,No,No,No,17.5
2683,53,27,81,4,2.6,3,0,0,No,No,Yes,No,20.25
2684,51,25,19,1,1.4,3,98,0,No,No,No,No,19
2685,30,5,98,4,1.8,3,129,0,Yes,Yes,Yes,Yes,24.5
2686,28,2,101,4,2.1,3,0,0,No,No,Yes,No,25.25
2687,50,24,81,2,0.4,3,0,0,No,No,No,No,40.5
2688,52,27,135,1,0.6,1,452,0,No,No,Yes,No,135
2689,56,30,34,2,0.7,2,0,0,No,No,Yes,No,17
2690,40,16,104,1,3.4,1,249,0,No,No,No,No,104
2691,64,38,29,3,0.7,2,0,0,No,No,Yes,No,9.67
2692,61,36,119,2,5.4,2,0,1,No,No,Yes,No,59.5
2693,46,20,82,2,1.7,2,0,0,No,No,Yes,Yes,41
2694,55,29,62,1,0.2,1,0,0,No,No,Yes,No,62
2695,45,19,85,3,2.1,1,0,0,No,No,Yes,Yes,28.33
2696,40,15,8,2,0.1,2,0,0,No,No,No,No,4
2697,63,37,78,4,1.7,3,0,0,No,No,Yes,No,19.5
2698,57,32,44,3,0.5,2,0,0,No,No,Yes,No,14.67
2699,38,14,122,2,8,1,0,0,No,No,Yes,Yes,61
2700,37,11,22,3,0.1,2,114,0,No,No,No,No,7.33
2701,31,5,39,4,2.2,2,0,0,No,No,Yes,Yes,9.75
2702,50,26,55,1,1.6,2,0,0,No,No,Yes,No,55
2703,42,18,144,2,6.1,1,158,0,No,No,No,No,72
2704,51,27,71,1,2.6,2,0,0,No,No,No,Yes,71
2705,38,13,191,2,3,1,0,0,No,No,Yes,No,95.5
2706,53,26,22,1,0.5,2,100,0,No,No,Yes,No,22
2707,43,17,158,1,2.4,1,0,0,No,No,Yes,No,158
2708,35,9,131,3,0.3,3,0,1,No,Yes,Yes,Yes,43.67
2709,49,24,75,1,2.8,2,160,0,No,No,No,Yes,75
2710,28,4,69,3,0.7,2,170,0,No,No,No,No,23
2711,51,27,39,2,0.8,1,0,0,No,No,No,No,19.5
2712,39,14,34,4,1.7,1,0,0,No,No,Yes,Yes,8.5
2713,31,7,32,1,1.7,1,0,0,No,No,Yes,No,32
2714,44,18,129,1,5.7,1,0,0,No,No,Yes,No,129
2715,46,20,158,3,5.4,1,432,1,No,No,No,Yes,52.67
2716,42,18,54,1,1.8,1,0,0,No,No,Yes,No,54
2717,41,17,34,1,2,2,0,0,No,No,No,No,34
2719,59,33,68,2,2.3,3,0,0,Yes,No,No,No,34
2720,47,21,53,1,1.5,2,0,0,No,No,Yes,No,53
2721,48,23,32,1,0.1,1,0,0,No,No,No,Yes,32
2722,58,33,173,2,7.2,3,0,1,No,No,Yes,No,86.5
2723,58,34,31,4,0.4,1,0,0,No,No,No,No,7.75
2724,54,29,72,2,3.7,1,144,0,No,No,Yes,No,36
2725,49,24,30,4,0.4,2,157,0,No,Yes,Yes,Yes,7.5
2726,63,38,138,1,2.5,1,0,0,No,No,Yes,No,138
2727,62,37,18,1,1.5,2,127,0,No,No,No,No,18
2728,45,19,69,1,2.8,1,220,0,No,No,Yes,Yes,69
2729,39,13,58,3,2.1,1,247,0,No,No,Yes,No,19.33
2730,58,34,63,4,1.5,1,0,0,No,No,Yes,No,15.75
2731,56,30,43,2,0.3,1,0,0,Yes,No,No,No,21.5
2732,29,5,28,1,0.2,3,0,0,No,No,Yes,No,28
2733,33,9,38,1,2.1,3,133,0,No,No,No,No,38
2734,55,29,72,3,0.3,2,147,0,No,No,No,No,24
2735,56,31,64,4,0.9,1,0,0,No,No,Yes,No,16
2736,36,12,70,3,2.6,2,165,0,No,No,Yes,No,23.33
2737,53,29,12,1,0.3,1,0,0,No,No,No,No,12
2738,57,31,159,2,0.5,1,0,0,No,No,No,No,79.5
2739,35,9,103,2,4.5,3,0,0,No,No,Yes,No,51.5
2740,43,18,42,1,0.3,3,0,0,No,No,Yes,No,42
2741,54,29,48,2,2.1,3,142,0,No,No,Yes,No,24
2742,29,3,49,1,1.5,1,0,0,No,No,No,No,49
2743,39,14,89,2,0.4,1,0,0,No,No,Yes,No,44.5
2744,32,8,22,4,0.7,2,0,0,No,No,Yes,Yes,5.5
2745,51,27,10,2,0.2,1,86,0,No,No,No,No,5
2746,50,25,38,1,1.3,2,120,0,No,No,No,Yes,38
2747,54,29,49,2,2.1,3,95,0,No,No,Yes,Yes,24.5
2748,38,12,30,2,1.4,3,0,0,No,No,No,Yes,15
2749,32,7,82,1,2.6,2,240,0,No,Yes,Yes,Yes,82
2750,62,37,82,1,0.8,3,312,0,No,No,Yes,No,82
2751,57,33,24,1,0.1,2,0,0,No,No,No,No,24
2752,47,23,32,4,0.6,1,156,0,No,No,Yes,Yes,8
2753,51,25,34,3,0.9,3,111,0,No,No,Yes,No,11.33
2754,54,27,195,2,4.75,2,477,1,No,No,No,No,97.5
2755,26,1,61,4,2.2,1,119,0,No,No,No,No,15.25
2756,37,11,22,3,0.1,2,0,0,No,No,Yes,Yes,7.33
2758,63,38,50,2,2.8,1,205,0,No,No,No,No,25
2759,62,36,35,2,0.7,3,0,0,Yes,No,No,Yes,17.5
2760,59,33,64,3,0.3,2,0,0,No,No,No,No,21.33
2761,32,7,49,3,2.3,1,0,0,No,No,Yes,No,16.33
2762,35,8,44,4,1,2,192,0,No,No,No,Yes,11
2763,56,31,65,2,3.7,1,0,0,No,No,Yes,No,32.5
2764,55,31,13,4,0.7,1,0,0,No,No,Yes,No,3.25
2765,31,5,84,1,2.9,3,105,0,No,No,No,Yes,84
2766,54,29,28,4,0.2,2,101,0,No,No,Yes,No,7
2767,58,32,108,3,4.4,1,0,0,No,No,Yes,No,36
2768,48,24,59,1,0,1,144,0,No,No,Yes,No,59
2769,48,22,163,1,2.4,1,396,0,No,No,Yes,No,163
2770,33,9,183,2,8.8,3,582,1,No,No,Yes,No,91.5
2771,36,6,69,4,4,3,0,0,No,No,Yes,No,17.25
2772,41,16,115,1,7,1,0,0,No,No,No,No,115
2773,55,31,130,4,6.5,1,0,1,No,No,No,Yes,32.5
2774,63,37,185,2,7.9,2,358,1,No,No,Yes,No,92.5
2775,53,29,118,2,0.3,1,0,0,No,No,Yes,No,59
2776,38,13,163,1,4.1,1,0,0,No,No,No,No,163
2777,46,20,140,2,6.3,1,380,0,No,No,Yes,Yes,70
2778,59,33,91,2,0.7,2,0,0,No,No,Yes,Yes,45.5
2779,56,31,61,4,1.3,3,0,0,No,No,Yes,Yes,15.25
2780,59,35,168,4,4.1,2,0,1,No,No,Yes,No,42
2781,39,13,69,3,0.9,2,0,0,No,No,No,No,23
2782,47,21,22,1,0.2,1,104,0,No,No,No,No,22
2783,47,22,53,1,0.3,1,213,0,No,No,No,No,53
2784,53,26,25,2,1,2,0,0,No,Yes,Yes,Yes,12.5
2785,36,9,115,4,2.2,2,0,1,No,No,No,No,28.75
2786,34,9,31,4,1.1,3,85,0,Yes,Yes,Yes,Yes,7.75
2787,36,10,83,1,2.8,3,0,0,No,No,No,Yes,83
2788,60,34,152,2,6.9,1,0,0,No,No,No,No,76
2789,45,20,30,1,0.1,1,0,0,No,No,Yes,No,30
2790,27,3,34,1,0.2,3,0,0,No,No,Yes,Yes,34
2791,47,22,44,1,1.4,3,0,0,No,No,Yes,Yes,44
2792,44,20,182,2,7.6,1,0,0,No,No,No,No,91
2793,54,30,44,3,1.5,1,117,0,No,No,Yes,No,14.67
2794,57,33,122,2,6,1,153,0,Yes,Yes,Yes,Yes,61
2795,52,26,35,4,1.8,1,0,0,No,No,Yes,No,8.75
2796,51,25,91,1,0.8,3,0,0,No,No,No,No,91
2797,57,32,30,2,2,2,0,0,No,No,No,No,15
2798,65,39,53,1,2.5,3,0,0,No,No,Yes,No,53
2799,58,33,28,1,0.3,3,0,0,No,No,Yes,No,28
2800,64,39,85,4,3.4,2,200,0,No,No,Yes,No,21.25
2801,52,26,28,2,0.7,2,90,0,No,No,Yes,Yes,14
2802,58,34,41,4,0.4,1,177,0,No,No,Yes,No,10.25
2803,52,22,154,1,5,3,0,1,Yes,Yes,Yes,No,154
2804,43,18,41,1,0.3,3,0,0,No,No,Yes,No,41
2805,56,32,33,3,1.5,1,0,0,No,No,No,No,11
2806,37,12,182,3,5.8,3,0,1,No,No,Yes,No,60.67
2807,53,27,59,2,0.8,3,0,0,No,No,Yes,No,29.5
2808,27,2,129,2,3.3,1,0,0,Yes,No,No,No,64.5
2809,53,27,35,3,0.9,3,136,0,No,No,Yes,No,11.67
2810,42,16,185,3,2.2,2,0,1,Yes,Yes,Yes,Yes,61.67
2811,58,34,45,4,1.3,2,201,0,No,No,No,No,11.25
2812,36,12,62,4,0.1,2,145,0,No,No,No,No,15.5
2813,53,28,183,3,8.2,3,467,1,No,Yes,Yes,Yes,61
2814,48,22,14,2,0.1,3,0,0,No,No,Yes,No,7
2815,54,28,53,1,2.2,3,0,0,No,No,Yes,Yes,53
2816,26,1,48,3,2.6,3,169,0,No,No,No,No,16
2817,50,26,128,2,0.4,1,0,0,No,No,Yes,No,64
2818,31,7,105,1,4,1,331,0,No,No,Yes,No,105
2819,35,9,40,3,0.9,1,0,0,No,No,Yes,Yes,13.33
2820,63,37,10,2,0.4,1,0,0,No,No,Yes,No,5
2821,29,4,102,2,3.3,1,303,0,No,No,No,No,51
2822,57,32,31,3,0.1,2,0,0,No,No,Yes,No,10.33
2823,30,5,30,4,0.8,1,158,0,No,No,Yes,No,7.5
2824,33,7,21,1,0.6,3,0,0,Yes,No,No,No,21
2825,62,36,44,2,0.3,1,0,0,No,No,No,No,22
2826,35,10,48,1,2.5,3,164,0,No,No,Yes,No,48
2827,37,11,21,3,0.2,2,0,0,No,No,Yes,No,7
2828,37,11,84,4,2.2,2,0,0,No,No,Yes,Yes,21
2829,35,10,64,3,0.7,2,230,0,No,No,Yes,No,21.33
2830,35,9,82,1,2.5,1,138,0,No,No,No,No,82
2831,59,35,39,4,1.3,1,0,0,No,No,Yes,No,9.75
2832,53,27,45,2,0.8,3,0,0,No,No,Yes,Yes,22.5
2833,45,21,133,4,5.7,3,0,1,No,Yes,Yes,Yes,33.25
2834,46,22,152,2,1.4,1,0,0,No,No,Yes,No,76
2835,40,16,12,1,1,1,91,0,Yes,No,No,No,12
2836,42,16,32,3,1.5,1,149,0,No,No,Yes,No,10.67
2837,25,1,74,4,2.6,1,204,0,No,No,No,No,18.5
2838,39,14,54,2,1.1,2,159,0,No,No,No,Yes,27
2839,30,6,181,3,4.1,2,0,1,No,Yes,Yes,Yes,60.33
2840,58,33,75,2,0,3,0,0,No,No,Yes,No,37.5
2841,41,15,95,3,0.1,1,240,0,Yes,No,No,No,31.67
2842,37,11,190,4,7.3,2,565,1,No,Yes,Yes,No,47.5
2843,36,11,90,1,2.8,1,0,0,No,No,Yes,No,90
2844,27,3,20,4,1,1,134,0,No,No,Yes,Yes,5
2845,60,34,64,3,2.2,3,0,0,No,No,No,No,21.33
2846,62,36,85,2,1.7,3,98,0,No,No,No,No,42.5
2847,67,43,105,4,1.7,2,0,0,No,No,Yes,No,26.25
2848,44,18,21,1,0.2,1,0,0,No,No,Yes,No,21
2850,45,21,158,2,6.66666666666667,1,132,0,No,No,Yes,Yes,79
2851,58,34,125,1,4.3,1,219,0,No,No,No,No,125
2852,61,36,81,3,1.8,2,0,0,No,No,Yes,No,27
2853,54,29,183,1,8.1,1,0,0,No,No,Yes,Yes,183
2854,28,3,54,4,0.6,2,0,0,No,No,Yes,No,13.5
2855,49,24,79,4,3.6,3,212,0,No,No,Yes,No,19.75
2856,35,11,38,1,1.5,2,136,0,No,No,Yes,No,38
2857,36,10,172,4,1,2,295,1,No,No,Yes,No,43
2858,34,8,184,3,7.5,1,0,1,No,No,No,No,61.33
2859,36,11,158,2,7.8,1,114,0,No,No,Yes,Yes,79
2860,35,11,188,1,0.9,3,282,1,No,No,Yes,No,188
2861,27,2,20,4,0.5,3,0,0,No,No,Yes,No,5
2862,42,18,60,4,0.2,3,151,0,No,No,No,Yes,15
2863,65,39,113,4,2.4,3,0,0,No,No,Yes,No,28.25
2864,29,5,70,4,0,1,0,0,No,No,Yes,Yes,17.5
